Timestamp,RequestName,Total,OK,KO,KO_Percent,Reqs_Per_Sec,Min,p50,p75,p95,p99,Max,Mean,StdDev
2025-08-13T21:11:36.094059963,"Submit visit queue entry",692,692,-,0,0.06,29,616,1562,4363,7084,11132,1204,1536
2025-08-13T21:11:36.094059963,"Save an Allergy",1936,1936,-,0,0.17,16,575,1287,3082,4941,12594,934,1051
2025-08-13T21:11:36.094059963,"Get Clinical Form by UUID",819,819,-,0,0.07,8,213,489,1442,2720,4029,409,539
2025-08-13T21:11:36.094059963,"Get Encounter Roles",819,819,-,0,0.07,2,57,233,1001,2419,4046,236,460
2025-08-13T21:11:36.094059963,"Get Latest FHIR Encounter",819,819,-,0,0.07,13,381,812,2067,3278,4728,616,685
2025-08-13T21:11:36.094059963,"Get Encounter By UUID",819,819,-,0,0.07,11,430,897,2085,4134,6017,690,785
2025-08-13T21:11:36.094059963,"Get Locations Search Set",891,891,-,0,0.08,6,105,340,1525,2823,4140,334,581
2025-08-13T21:11:36.094059963,"Change the session location",891,891,-,0,0.08,4,100,475,2013,3277,6212,416,713
2025-08-13T21:11:36.094059963,"Get Order Entry Config",1432,1432,-,0,0.13,22,746,1369,2933,5014,9108,995,987
2025-08-13T21:11:36.094059963,"Get ValueSet by UUID",4296,4296,-,0,0.38,16,438,936,2543,4104,11981,735,893
2025-08-13T21:11:36.094059963,"Get patient list details",2179,2179,-,0,0.19,6,150,513,1576,2346,6370,401,581
2025-08-13T21:11:36.094059963,"Get Medication Request by UUID",4296,4296,-,0,0.38,35,1002,2344,4881,7525,14797,1578,1711
2025-08-13T21:11:36.094059963,"Fetch members of patient list",2179,2179,-,0,0.19,4,90,397,1344,2734,5141,335,547
2025-08-13T21:11:36.094059963,"Get service concept set",692,692,-,0,0.06,3,44,182,1061,1735,5309,209,434
2025-08-13T21:11:36.094059963,"Get Medication by UUID",1432,1432,-,0,0.13,2,34,114,716,2193,5525,155,399
2025-08-13T21:11:36.094059963,"Get Concept",49204,49204,-,0,4.31,6,306,606,1598,2696,9440,500,591
2025-08-13T21:11:36.094059963,"Submit new Service queue",692,692,-,0,0.06,10,246,1007,2887,4632,10633,761,1181
2025-08-13T21:11:36.094059963,"Search Medication by Code",1432,1432,-,0,0.13,6,85,212,1023,2305,4392,232,417
2025-08-13T21:11:36.094059963,"Get all active Lab orders",4371,4371,-,0,0.38,20,2434,6285,13569,19969,32516,4077,4512
2025-08-13T21:11:36.094059963,"Get Lab Orders by full filler status",13113,13113,-,0,1.15,4,880,5467,32398,41974,56038,5885,10077
2025-08-13T21:11:36.094059963,"Edit patient details",1418,1418,-,0,0.12,25,788,1492,3261,5085,8351,1097,1087
2025-08-13T21:11:36.094059963,"Check Appointment Conflicts",512,512,-,0,0.04,8,193,507,1679,2920,4013,426,600
2025-08-13T21:11:36.094059963,"Create Appointment",512,512,-,0,0.04,16,368,633,1696,3019,3952,509,570
2025-08-13T21:11:36.094059963,"Get patient admission note",7630,7630,-,0,0.67,5,302,792,2093,3700,7554,600,749
2025-08-13T21:11:36.094059963,"Submit transition request",692,692,-,0,0.06,39,651,1271,3086,5076,6831,953,1019
2025-08-13T21:11:36.094059963,"End Visit",5803,5803,-,0,0.51,31,813,1544,3508,5754,9825,1135,1147
2025-08-13T21:11:36.094059963,"Generate OMRS Identifier",1737,1737,-,0,0.15,18,526,1078,2748,4634,8257,854,924
2025-08-13T21:11:36.094059963,"Send Patient Registration Request",1737,1737,-,0,0.15,42,1044,2011,4325,5962,10065,1460,1368
2025-08-13T21:11:36.094059963,"Save a clinical form",819,819,-,0,0.07,28,1665,3835,7635,10256,15687,2515,2485
2025-08-13T21:11:36.094059963,"Dispense medication form submission",1432,1432,-,0,0.13,50,1796,4371,9067,13797,18453,2838,3004
2025-08-13T21:11:36.094059963,"Update full filler status",2914,2914,-,0,0.26,10,273,556,1608,2622,5450,448,556
2025-08-13T21:11:36.094059963,"Submit Appointment StatusChange",1024,1024,-,0,0.09,9,288,674,1866,3762,7107,528,695
2025-08-13T21:11:36.094059963,"Get Patient Encounters",819,819,-,0,0.07,73,8718,16321,26069,32561,44629,10475,8360
2025-08-13T21:11:36.094059963,"Get Lab Results of Patient",1638,1638,-,0,0.14,2,1776,4158,9325,14647,20480,2898,3169
2025-08-13T21:11:36.094059963,"Get Visits With Diagnoses and Notes (new endpoint)",819,819,-,0,0.07,15,540,1282,3069,4788,7446,937,1056
2025-08-13T21:11:36.094059963,"Get specific encounter details",1457,1457,-,0,0.13,9,269,641,1621,3313,5519,487,622
2025-08-13T21:11:36.094059963,"Get Alkaline concept details",1457,1457,-,0,0.13,3,72,296,1186,2696,5051,277,506
2025-08-13T21:11:36.094059963,"Update the specific encounter",1457,1457,-,0,0.13,27,894,1985,4581,7864,13377,1410,1613
2025-08-13T21:11:36.094059963,"Update the Lab Order Completion",1457,1457,-,0,0.13,22,792,1696,3999,6585,8800,1233,1376
2025-08-13T21:11:36.094059963,"Close medication",1432,1432,-,0,0.13,20,609,1464,3773,5867,10079,1052,1245
2025-08-13T21:11:36.094059963,"Discontinue the drug order",1432,1432,-,0,0.13,24,844,1811,4085,6687,11952,1270,1394
2025-08-13T21:11:36.094059963,"Get Drug Orders except the cancelled and expired",819,819,-,0,0.07,8,1336,2798,6741,9458,14286,2024,2158
2025-08-13T21:11:36.094059963,"Get Drug Orders except the discontinued orders",819,819,-,0,0.07,7,1351,2914,6637,9854,17273,2060,2254
2025-08-13T21:11:36.094059963,"Get Observation Tree Details",2457,2457,-,0,0.22,6,1466,5741,17222,25341,37052,4197,5802
2025-08-13T21:11:36.094059963,"Search for Condition",1638,1638,-,0,0.14,7,184,531,1608,3125,6262,426,589
2025-08-13T21:11:36.094059963,"Save Conditions",819,819,-,0,0.07,11,377,905,2399,3911,5465,675,796
2025-08-13T21:11:36.094059963,"Get Immunizations of Patient",2457,2457,-,0,0.22,2,232,1797,7245,12937,26398,1498,2660
2025-08-13T21:11:36.094059963,"Get all immunizations",819,819,-,0,0.07,9,292,669,1966,3244,5268,545,680
2025-08-13T21:11:36.094059963,"Submit Patient immunization",819,819,-,0,0.07,42,2812,6140,11057,14376,18462,3897,3639
2025-08-13T21:11:36.094059963,"Get Attachments of Patient",1638,1638,-,0,0.14,8,392,880,2089,4306,6802,669,824
2025-08-13T21:11:36.094059963,"Get Allowed File Extensions",819,819,-,0,0.07,2,53,231,1093,1939,3552,222,387
2025-08-13T21:11:36.094059963,"Get Programs",1638,1638,-,0,0.14,10,346,658,1773,2758,4676,529,586
2025-08-13T21:11:36.094059963,"Add new program to patient",819,819,-,0,0.07,12,550,1228,3539,5768,8951,956,1197
2025-08-13T21:11:36.094059963,"Complete the program",819,819,-,0,0.07,14,553,1224,3556,5871,6906,957,1159
2025-08-13T21:11:36.094059963,"Upload Attachment Request",819,814,5,0.61,0.07,130,9257,10840,13478,15516,18593,8486,3695
2025-08-13T21:11:36.094059963,"Save Visit Note",819,819,-,0,0.07,20,1141,2446,4864,7618,16191,1657,1770
2025-08-13T21:11:36.094059963,"Save Patient Diagnosis",1638,1638,-,0,0.14,9,409,969,2490,3740,7522,726,884
2025-08-15T10:28:37.204135669,"Login",12944,12944,-,0,1.13,5,150,573,1811,3849,8532,463,728
2025-08-15T10:28:37.204135669,"Get locations",14638,14638,-,0,1.28,32,525,870,2161,3584,8632,725,730
2025-08-15T10:28:37.204135669,"Select Location",12944,12944,-,0,1.13,3,87,458,1825,4683,7380,380,667
2025-08-15T10:28:37.204135669,"Get Address Template",16068,16068,-,0,1.41,1,30,102,1047,4291,6489,155,367
2025-08-15T10:28:37.204135669,"Get Relationship Types",16068,16068,-,0,1.41,2,62,209,994,2465,6777,234,452
2025-08-15T10:28:37.204135669,"Get Appointments for Specific Date",12944,12944,-,0,1.13,13,458,1013,2741,3798,9456,769,936
2025-08-15T10:28:37.204135669,"Get Module Information",17519,17519,-,0,1.53,1,36,111,952,1180,5171,147,320
2025-08-15T10:28:37.204135669,"Get Patient Identifier Types",16068,16068,-,0,1.41,3,90,247,1104,2421,7826,261,458
2025-08-15T10:28:37.204135669,"Get Primary Identifier Term Mapping",27763,27763,-,0,2.43,3,91,355,1442,2461,8040,313,542
2025-08-15T10:28:37.204135669,"Get Identifier Source",29012,29012,-,0,2.54,3,105,378,1511,2844,10329,340,577
2025-08-15T10:28:37.204135669,"Get Locations by Tag and Query",17736,17736,-,0,1.55,4,133,479,1928,7478,10886,391,635
2025-08-15T10:28:37.204135669,"Get Visits",13447,13447,-,0,1.18,11,5782,11076,18877,24086,36308,6942,6214
2025-08-15T10:28:37.204135669,"Get Auto Generation Options",16068,16068,-,0,1.41,7,259,908,2512,4972,13528,687,989
2025-08-15T10:28:37.204135669,"Get Queue Entry",15475,15475,-,0,1.35,6,304,1393,5047,9089,20167,1111,1839
2025-08-15T10:28:37.204135669,"Get Visit Types",6243,6243,-,0,0.55,2,48,180,1570,1687,6700,210,433
2025-08-15T10:28:37.204135669,"Get Current Visit of Patient",11737,11737,-,0,1.03,34,5188,13577,29512,42897,68104,9039,9896
2025-08-15T10:28:37.204135669,"Get Visits of Patient",12557,12557,-,0,1.1,38,2449,4842,9129,13187,24733,3259,3009
2025-08-15T10:28:37.204135669,"Get Program Enrollments of Patient",8200,8200,-,0,0.72,4,342,709,1994,3155,7267,546,662
2025-08-15T10:28:37.204135669,"Get Visit Queue Entry",12416,12416,-,0,1.09,8,222,499,1645,3132,7582,433,599
2025-08-15T10:28:37.204135669,"Get Appointments of a Patient",6560,6560,-,0,0.57,2,49,257,1071,2512,6970,243,476
2025-08-15T10:28:37.204135669,"Get Patient Summary Data",13545,13545,-,0,1.19,7,180,370,1244,2896,7721,341,482
2025-08-15T10:28:37.204135669,"Get Active Visits of Patient",119679,119679,-,0,10.47,4,113,397,1661,7781,10453,320,537
2025-08-15T10:28:37.204135669,"Get isVisitsEnabled",9061,9061,-,0,0.79,2,59,298,1359,2451,6521,270,505
2025-08-15T10:28:37.204135669,"Get the status of patient death",111545,111545,-,0,9.76,3,89,215,1127,1623,8232,234,414
2025-08-15T10:28:37.204135669,"Get all the constraints on the vital concepts",9061,9061,-,0,0.79,4,104,335,1391,3125,7360,320,537
2025-08-15T10:28:37.204135669,"Get Patient Observations",27523,27523,-,0,2.41,1,1422,5747,16017,24609,41491,3987,5475
2025-08-15T10:28:37.204135669,"Get Patient Conditions",10369,10369,-,0,0.91,1,1131,3924,11125,17361,35710,2808,3885
2025-08-15T10:28:37.204135669,"Get Active Orders",8729,8729,-,0,0.76,7,671,1814,5112,8660,16629,1348,1775
2025-08-15T10:28:37.204135669,"Get Admission Location Info",1748,1748,-,0,0.15,6,125,390,1668,4186,5713,379,634
2025-08-15T10:28:37.204135669,"Get Admission Info",1748,1748,-,0,0.15,27,667,1696,4250,8178,18993,1314,1752
2025-08-15T10:28:37.204135669,"Get Inpatient Request",1748,1748,-,0,0.15,14,695,7337,46786,73347,89665,7958,15942
2025-08-15T10:28:37.204135669,"Get Patients",2053,2051,2,0.1,0.18,14,24141,53572,71763,80537,97501,28649,25738
2025-08-15T10:28:37.204135669,"Submit Visit Form",5740,5740,-,0,0.5,12,392,1015,2821,3838,10409,720,908
2025-08-15T10:28:37.204135669,"Get Locations That Support Visits",2556,2556,-,0,0.22,5,107,271,1266,2465,6428,281,486
2025-08-15T10:28:37.204135669,"Get Beds for Patient",1748,1748,-,0,0.15,4,133,332,1276,2331,5468,300,487
2025-08-15T10:28:37.204135669,"Save Ward Encounter",4370,4370,-,0,0.38,14,668,2031,6666,11824,19513,1612,2352
2025-08-15T10:28:37.204135669,"Get Order Types",1416,1416,-,0,0.12,3,65,170,1034,2090,3794,210,398
2025-08-15T10:28:37.204135669,"Save Vitals",1918,1918,-,0,0.17,83,4058,8408,14769,19867,32712,5449,4857
2025-08-15T10:28:37.204135669,"Get Vitals concept reference ranges",1748,1748,-,0,0.15,40,1197,2184,4491,6444,9359,1577,1494
2025-08-15T10:28:37.204135669,"Get Specific Visit Details",7299,7299,-,0,0.64,7,295,709,2025,3364,8383,560,736
2025-08-15T10:28:37.204135669,"Get Transfer Locations configuration data",1748,1748,-,0,0.15,53,2557,6412,14533,19225,26244,4194,4751
2025-08-15T10:28:37.204135669,"Get Transferable locations",1748,1748,-,0,0.15,32,681,1009,2064,3034,5605,785,676
2025-08-15T10:28:37.204135669,"Search for Drug",2832,2832,-,0,0.25,2,47,210,1128,2978,6180,244,499
2025-08-15T10:28:37.204135669,"Save Drug Order",1416,1416,-,0,0.12,39,1524,3214,6408,9465,16624,2141,2111
2025-08-15T10:28:37.204135669,"Get Allergies of Patient",1918,1918,-,0,0.17,2,472,1492,4218,6989,13702,1087,1518
2025-08-15T10:28:37.204135669,"Get Drug Allergens",1918,1918,-,0,0.17,57,1525,1966,2942,4247,9171,1494,891
2025-08-15T10:28:37.204135669,"Get Environment Allergens",1918,1918,-,0,0.17,32,876,1217,2296,3346,4935,960,683
2025-08-15T10:28:37.204135669,"Get Food Allergens",1918,1918,-,0,0.17,13,345,655,1702,2700,5722,539,599
2025-08-15T10:28:37.204135669,"Get Allergic Reactions Allergens",1918,1918,-,0,0.17,16,445,718,1762,3463,8827,607,641
2025-08-15T10:28:37.204135669,"Get medication request encounters",4248,4248,-,0,0.37,72,14035,31452,56624,76625,103882,19155,18808
2025-08-15T10:28:37.204135669,"Get patient age",28360,28360,-,0,2.48,4,170,356,1291,2081,7281,321,444
2025-08-15T10:28:37.204135669,"Get All Appointment Services(full)",1509,1509,-,0,0.13,2,53,183,886,2695,4103,192,369
2025-08-15T10:28:37.204135669,"Get all appointments for a specific day",1006,1006,-,0,0.09,4,37,75,852,2131,4049,153,382
2025-08-15T10:28:37.204135669,"Get all appointment summaries",1006,1006,-,0,0.09,16,349,732,1904,3602,6199,563,680
2025-08-15T10:28:37.204135669,"Get all patient lists",8648,8648,-,0,0.76,7,1016,1569,2901,4147,10116,1127,949
2025-08-15T10:28:37.204135669,"Get Person Attribute Type",3124,3124,-,0,0.27,2,76,262,1206,2075,6583,260,476
2025-08-15T10:28:37.204135669,"Get Ordered Address Hierarchy Levels",3124,3124,-,0,0.27,1,18,34,621,2154,2636,82,222
2025-08-15T10:28:37.204135669,"Get Appointment By Status",4024,4024,-,0,0.35,4,47,274,2059,2810,9981,321,725
2025-08-15T10:28:37.204135669,"Get the details of a orderType",1451,1451,-,0,0.13,3,74,287,1177,2251,4890,277,500
2025-08-15T10:28:37.204135669,"Get all default appointment services",1006,1006,-,0,0.09,2,53,166,1147,2358,4617,207,443
2025-08-15T10:28:37.204135669,"Get all Lab order details",1451,1451,-,0,0.13,14,376,641,1605,2592,6070,533,585
2025-08-15T10:28:37.204135669,"Get Orders of admitted patient by Activated Date",3091,3091,-,0,0.27,6,338,904,2591,3654,7396,669,866
2025-08-15T10:28:37.204135669,"Get all visits of the given location with date",1006,1006,-,0,0.09,42,7546,13734,22231,32121,38607,8964,7483
2025-08-15T10:28:37.204135669,"Add a lab order",1451,1451,-,0,0.13,24,1035,2340,5188,8472,12917,1613,1789
2025-08-15T10:28:37.204135669,"Get patient identification photo",104232,104232,-,0,9.12,4,123,371,1441,2993,10620,347,574
2025-08-15T10:28:37.204135669,"Get Person Attributes",1401,1401,-,0,0.12,4,154,343,1050,2393,5814,297,446
2025-08-15T10:28:37.204135669,"Get Patient Identifiers",1401,1401,-,0,0.12,5,206,479,1436,2922,7040,395,560
2025-08-15T10:28:37.204135669,"Get Relationships of Person",1401,1401,-,0,0.12,5,182,431,1325,2272,4166,380,540
2025-08-15T10:28:37.204135669,"Get Patient Allergy Intolerance",1416,1416,-,0,0.12,1,405,1312,4123,6707,11714,1003,1515
2025-08-15T10:28:37.204135669,"Get Specific Medication Requests",5664,5664,-,0,0.5,41,1628,3856,8902,13053,28133,2687,3021
2025-08-15T10:28:37.204135669,"Get Encounter With Visit and Diagnoses",1416,1416,-,0,0.12,10,233,499,1590,3808,7326,418,590
2025-08-15T10:28:37.204135669,"Get All Providers",3335,3335,-,0,0.29,4,224,770,2493,6369,9079,602,924
2025-08-15T10:28:37.204135669,"Create a patient list",2162,2162,-,0,0.19,12,367,973,2592,4204,10610,728,905
2025-08-15T10:28:37.204135669,"Get queue entry number",676,676,-,0,0.06,1,12,26,462,1216,2081,70,222
2025-08-15T10:28:37.204135669,"Submit visit queue entry",676,676,-,0,0.06,32,674,1697,4342,7564,12054,1225,1545
2025-08-15T10:28:37.204135669,"Get All Form Encounters",820,820,-,0,0.07,17,1222,2105,4223,6541,9891,1558,1366
2025-08-15T10:28:37.204135669,"Get All Forms",820,820,-,0,0.07,10,575,1453,3643,5496,8113,1032,1240
2025-08-15T10:28:37.204135669,"Save an Allergy",1918,1918,-,0,0.17,15,574,1290,3425,5530,8444,976,1133
2025-08-15T10:28:37.204135669,"Get all active Lab orders",4353,4353,-,0,0.38,7,2190,5873,13009,16396,31481,3702,4259
2025-08-15T10:28:37.204135669,"Get Lab Orders by full filler status",13059,13059,-,0,1.14,5,901,6012,29853,41775,66771,5984,10138
2025-08-15T10:28:37.204135669,"Get Locations Search Set",874,874,-,0,0.08,6,108,340,1653,3130,5346,339,592
2025-08-15T10:28:37.204135669,"Change the session location",874,874,-,0,0.08,5,109,465,1927,3651,11212,430,807
2025-08-15T10:28:37.204135669,"Get Order Entry Config",1416,1416,-,0,0.12,24,771,1389,3172,5529,7946,1071,1120
2025-08-15T10:28:37.204135669,"Get ValueSet by UUID",4248,4248,-,0,0.37,16,443,959,2634,4037,8721,742,882
2025-08-15T10:28:37.204135669,"Get Medication Request by UUID",4248,4248,-,0,0.37,35,1044,2257,5231,7931,17148,1630,1786
2025-08-15T10:28:37.204135669,"Get Medication by UUID",1416,1416,-,0,0.12,2,35,110,918,1388,5741,152,367
2025-08-15T10:28:37.204135669,"Get patient list details",2162,2162,-,0,0.19,6,157,506,1569,2742,8285,411,614
2025-08-15T10:28:37.204135669,"Search Medication by Code",1416,1416,-,0,0.12,6,84,201,1287,1999,4629,242,455
2025-08-15T10:28:37.204135669,"Fetch members of patient list",2162,2162,-,0,0.19,4,101,401,1463,2399,5885,349,571
2025-08-15T10:28:37.204135669,"Get service concept set",676,676,-,0,0.06,3,48,184,1253,2272,4775,222,468
2025-08-15T10:28:37.204135669,"Get Concept",47834,47834,-,0,4.19,7,309,655,1666,3229,10945,515,602
2025-08-15T10:28:37.204135669,"Submit new Service queue",676,676,-,0,0.06,11,248,1019,3471,5843,7233,782,1190
2025-08-15T10:28:37.204135669,"Edit patient details",1401,1401,-,0,0.12,26,777,1415,3232,5326,7759,1073,1046
2025-08-15T10:28:37.204135669,"Check Appointment Conflicts",503,503,-,0,0.04,7,187,551,1627,2613,3743,432,569
2025-08-15T10:28:37.204135669,"Create Appointment",503,503,-,0,0.04,15,378,654,1705,3304,4165,536,615
2025-08-15T10:28:37.204135669,"Get Clinical Form by UUID",820,820,-,0,0.07,9,229,565,1559,2894,4888,442,561
2025-08-15T10:28:37.204135669,"Get Encounter Roles",820,820,-,0,0.07,2,58,234,1376,2227,3852,259,474
2025-08-15T10:28:37.204135669,"Get Latest FHIR Encounter",820,820,-,0,0.07,13,409,926,2560,4160,6494,725,855
2025-08-15T10:28:37.204135669,"Get Encounter By UUID",820,820,-,0,0.07,11,434,961,2492,3786,12531,746,894
2025-08-15T10:28:37.204135669,"Get patient admission note",8489,8489,-,0,0.74,5,287,737,1963,3573,7639,565,702
2025-08-15T10:28:37.204135669,"Submit transition request",676,676,-,0,0.06,40,700,1287,3243,5841,8452,1015,1127
2025-08-15T10:28:37.204135669,"End Visit",5740,5740,-,0,0.5,34,824,1575,3687,6314,14309,1192,1252
2025-08-15T10:28:37.204135669,"Generate OMRS Identifier",1723,1723,-,0,0.15,19,546,1112,2807,4195,5818,863,872
2025-08-15T10:28:37.204135669,"Send Patient Registration Request",1723,1723,-,0,0.15,43,1076,2044,4712,6892,11014,1525,1483
2025-08-15T10:28:37.204135669,"Update full filler status",2902,2902,-,0,0.25,10,274,548,1475,3767,6044,448,568
2025-08-15T10:28:37.204135669,"Dispense medication form submission",1416,1416,-,0,0.12,52,1888,4408,9504,12562,17645,2923,3058
2025-08-15T10:28:37.204135669,"Submit Appointment StatusChange",1006,1006,-,0,0.09,10,280,696,1999,3274,5312,543,715
2025-08-15T10:28:37.204135669,"Save a clinical form",820,820,-,0,0.07,30,1832,3688,7331,10689,13253,2506,2396
2025-08-15T10:28:37.204135669,"Get specific encounter details",1451,1451,-,0,0.13,9,258,605,1677,2686,7214,491,666
2025-08-15T10:28:37.204135669,"Get Alkaline concept details",1451,1451,-,0,0.13,3,74,289,1430,2495,5779,288,553
2025-08-15T10:28:37.204135669,"Update the specific encounter",1451,1451,-,0,0.13,26,878,1916,4599,6740,10073,1390,1567
2025-08-15T10:28:37.204135669,"Update the Lab Order Completion",1451,1451,-,0,0.13,22,807,1819,4307,6931,9809,1301,1506
2025-08-15T10:28:37.204135669,"Get Patient Encounters",820,820,-,0,0.07,156,8726,16022,26205,32451,47760,10516,8306
2025-08-15T10:28:37.204135669,"Get Lab Results of Patient",1640,1640,-,0,0.14,3,1878,4227,9655,13620,25795,2982,3235
2025-08-15T10:28:37.204135669,"Close medication",1416,1416,-,0,0.12,19,647,1449,3963,5848,9417,1079,1274
2025-08-15T10:28:37.204135669,"Discontinue the drug order",1416,1416,-,0,0.12,26,814,1824,4180,6798,11918,1285,1430
2025-08-15T10:28:37.204135669,"Get Visits With Diagnoses and Notes (new endpoint)",820,820,-,0,0.07,15,534,1326,3017,6381,10337,950,1144
2025-08-15T10:28:37.204135669,"Get Drug Orders except the cancelled and expired",820,820,-,0,0.07,9,1381,2916,5719,8231,13533,1980,1926
2025-08-15T10:28:37.204135669,"Get Drug Orders except the discontinued orders",820,820,-,0,0.07,7,1456,3004,6485,8923,15797,2051,2064
2025-08-15T10:28:37.204135669,"Get Observation Tree Details",2460,2460,-,0,0.22,7,1546,6175,17138,26954,44244,4368,6009
2025-08-15T10:28:37.204135669,"Search for Condition",1640,1640,-,0,0.14,7,189,515,1716,3009,3999,434,594
2025-08-15T10:28:37.204135669,"Save Conditions",820,820,-,0,0.07,10,371,933,2399,3880,5937,690,833
2025-08-15T10:28:37.204135669,"Get Immunizations of Patient",2460,2460,-,0,0.22,2,254,1708,7018,12956,21630,1465,2564
2025-08-15T10:28:37.204135669,"Get all immunizations",820,820,-,0,0.07,8,274,648,2020,3561,7843,553,785
2025-08-15T10:28:37.204135669,"Submit Patient immunization",820,820,-,0,0.07,42,2842,5769,11085,14231,18525,3817,3511
2025-08-15T10:28:37.204135669,"Get Attachments of Patient",1640,1640,-,0,0.14,8,409,887,2272,3797,6761,673,805
2025-08-15T10:28:37.204135669,"Get Allowed File Extensions",820,820,-,0,0.07,2,55,271,1148,1868,3688,236,416
2025-08-15T10:28:37.204135669,"Get Programs",1640,1640,-,0,0.14,10,326,618,1566,2806,4411,500,543
2025-08-15T10:28:37.204135669,"Add new program to patient",820,820,-,0,0.07,11,573,1402,3237,5321,9305,1002,1180
2025-08-15T10:28:37.204135669,"Complete the program",820,820,-,0,0.07,15,524,1240,2977,4900,6951,900,1033
2025-08-15T10:28:37.204135669,"Upload Attachment Request",820,817,3,0.37,0.07,506,9615,11035,13376,16222,19257,8739,3744
2025-08-15T10:28:37.204135669,"Save Visit Note",820,820,-,0,0.07,21,1090,2397,5372,8485,11553,1681,1827
2025-08-15T10:28:37.204135669,"Save Patient Diagnosis",1640,1640,-,0,0.14,9,410,1017,2540,4240,8137,755,934
2025-11-28T04:20:36.389487938,"Login",44656,44656,-,0,3.96,0,1,2,5,10,1332,2,9
2025-11-28T04:20:36.389487938,"Login Redirect 1",44656,-,44656,100,3.96,1,2,4,9,17,134,3,4
2025-11-28T04:20:36.389487938,"Get locations",51019,51019,-,0,4.52,0,1,2,6,18,1476,2,15
2025-11-28T04:20:36.389487938,"Get locations Redirect 1",51019,51019,-,0,4.52,1,2,4,9,17,174,3,4
2025-11-28T04:20:36.389487938,"Select Location",44656,44656,-,0,3.96,0,1,2,6,19,1547,2,19
2025-11-28T04:20:36.389487938,"Select Location Redirect 1",44656,44655,1,0,3.96,1,2,4,9,17,191,4,4
2025-11-28T04:20:36.389487938,"Get Address Template",53123,53123,-,0,4.71,0,1,2,5,9,1489,2,11
2025-11-28T04:20:36.389487938,"Get Address Template Redirect 1",53123,53123,-,0,4.71,1,2,4,9,17,126,3,4
2025-11-28T04:20:36.389487938,"Get Relationship Types",53123,53123,-,0,4.71,0,1,2,4,9,109,1,2
2025-11-28T04:20:36.389487938,"Get Relationship Types Redirect 1",53123,53123,-,0,4.71,1,2,4,8,17,140,3,3
2025-11-28T04:20:36.389487938,"Get Appointments for Specific Date",44656,44656,-,0,3.96,0,1,2,4,8,51,1,2
2025-11-28T04:20:36.389487938,"Get Appointments for Specific Date Redirect 1",44656,44656,-,0,3.96,1,2,4,8,17,202,3,3
2025-11-28T04:20:36.389487938,"Get Module Information",59020,59020,-,0,5.23,0,1,2,4,8,55,1,2
2025-11-28T04:20:36.389487938,"Get Module Information Redirect 1",59020,59020,-,0,5.23,1,2,4,8,16,141,3,3
2025-11-28T04:20:36.389487938,"Get Patient Identifier Types",53123,53123,-,0,4.71,0,1,2,4,8,158,1,2
2025-11-28T04:20:36.389487938,"Get Patient Identifier Types Redirect 1",53123,53123,-,0,4.71,1,2,4,8,17,135,3,3
2025-11-28T04:20:36.389487938,"Get Primary Identifier Term Mapping",96388,96388,-,0,8.54,0,1,2,4,9,639,2,3
2025-11-28T04:20:36.389487938,"Get Primary Identifier Term Mapping Redirect 1",96388,96387,1,0,8.54,1,2,4,9,17,163,3,3
2025-11-28T04:20:36.389487938,"Get Identifier Source",97779,97779,-,0,8.66,0,1,2,4,7,66,1,2
2025-11-28T04:20:36.389487938,"Get Identifier Source Redirect 1",97779,97778,1,0,8.66,1,2,3,8,16,1576,3,6
2025-11-28T04:20:36.389487938,"Get Locations by Tag and Query",66271,66271,-,0,5.87,0,1,2,4,10,1422,2,9
2025-11-28T04:20:36.389487938,"Get Locations by Tag and Query Redirect 1",66271,66271,-,0,5.87,1,2,3,8,17,184,3,3
2025-11-28T04:20:36.389487938,"Get Visits",47066,47066,-,0,4.17,0,1,2,4,8,60,1,2
2025-11-28T04:20:36.389487938,"Get Visits Redirect 1",47066,47066,-,0,4.17,1,2,3,8,16,79,3,3
2025-11-28T04:20:36.389487938,"Get Auto Generation Options",53123,53123,-,0,4.71,0,1,2,4,7,58,1,2
2025-11-28T04:20:36.389487938,"Get Auto Generation Options Redirect 1",53123,53123,-,0,4.71,1,2,3,8,16,87,3,3
2025-11-28T04:20:36.389487938,"Get Queue Entry",59885,59885,-,0,5.31,0,1,2,4,8,59,1,2
2025-11-28T04:20:36.389487938,"Get Queue Entry Redirect 1",59885,59885,-,0,5.31,1,2,4,8,16,77,3,3
2025-11-28T04:20:36.389487938,"Get Visit Types",27512,27512,-,0,2.44,0,1,2,5,47,1744,2,21
2025-11-28T04:20:36.389487938,"Get Visit Types Redirect 1",27512,27512,-,0,2.44,1,2,4,9,18,128,4,4
2025-11-28T04:20:36.389487938,"Get Current Visit of Patient",46648,46648,-,0,4.13,0,1,2,5,12,1131,2,6
2025-11-28T04:20:36.389487938,"Get Current Visit of Patient Redirect 1",46648,46648,-,0,4.13,1,2,4,9,23,131,4,4
2025-11-28T04:20:36.389487938,"Get Visits of Patient",48717,48717,-,0,4.32,0,1,2,5,10,81,2,2
2025-11-28T04:20:36.389487938,"Get Visits of Patient Redirect 1",48717,48717,-,0,4.32,1,2,4,9,19,170,3,4
2025-11-28T04:20:36.389487938,"Get Program Enrollments of Patient",31309,31309,-,0,2.77,0,1,2,5,10,50,1,2
